family,binomial,common_name,diet_study_yn,diet_study,cleaner_score,nocturnal_score,habitat_score,water column_position score,body_length_score,ratio_score,cum_vulnerab_score
Percophidae,Chrionema squamentum,Scaly-chinned Duckbill,no,0,1,0,1,1,1,1,5
Pomacentridae,Chromis bermudae,Bermuda Chromis,yes,1,1,0,1,1,1,0,4
Pomacentridae,Chromis cyanea,Blue Chromis,yes,1,1,0,1,1,0,1,4
Pomacentridae,Chromis enchrysura,Yellowtail Reeffish,yes,1,1,0,1,1,1,0,4
Pomacentridae,Chromis insolata,"Olive Chromis, Sunshinefish",yes,1,1,0,1,1,0,1,4
Pomacentridae,Chromis multilineata,Brown Chromis,yes,1,1,0,1,1,0,1,4
Pomacentridae,Chromis scotti,"Purple Reeffish, Purple Chromis",yes,1,1,0,1,1,1,0,4
Paralichthyidae,Citharichthys abbotti,Veracruz Whiff,no,0,1,0,0,1,1,0,3
Paralichthyidae,Citharichthys amblybregmatus,Blunthead Whiff,no,0,1,0,0,0,1,0,2
Paralichthyidae,Citharichthys arctifrons,Gulfstream Flounder,no,0,1,0,0,1,0,0,2
Paralichthyidae,Citharichthys arenaceus,Sand Whiff,no,0,1,0,0,1,0,0,2
Paralichthyidae,Citharichthys cornutus,Horned Whiff,no,0,1,0,1,1,1,0,4
Paralichthyidae,Citharichthys dinoceros,Spined Whiff,no,0,1,0,0,1,1,0,3
Paralichthyidae,Citharichthys gymnorhinus,Anglefin Whiff,no,0,1,0,0,1,1,0,3
Paralichthyidae,Citharichthys macrops,Spotted Whiff,no,0,1,0,0,1,0,0,2
Paralichthyidae,Citharichthys minutus,Minute Whiff,no,0,1,0,0,1,1,0,3
Paralichthyidae,Citharichthys spilopterus,Bay Whiff,no,0,1,0,0,1,0,0,2
Paralichthyidae,Citharichthys uhleri,Voodoo Whiff,no,0,1,0,0,1,0,0,2
Paralichthyidae,Citharichthys valdezi,Venezuelan Whiff,no,0,1,0,0,1,0,0,2
Labridae,Clepticus parrae,Creole Wrasse,yes,1,1,0,1,1,0,1,4
Tetraodontidae,Colomesus psittacus,Banded Puffer,no,0,1,0,0,1,0,1,3
Congridae,Conger esculentus,Grey Conger Eel,no,0,1,1,1,0,0,1,4
Congridae,Conger oceanicus,American Conger Eel,no,0,1,1,0,1,0,1,4
Congridae,Conger triporiceps,Manytooth Conger Eel,no,0,1,0,1,1,0,1,4
Haemulidae,Conodon nobilis,Barred Grunt,no,0,1,1,0,1,0,1,4
Priacanthidae,Cookeolus japonicus,Longfin Bulleye,no,0,1,0,1,1,0,1,4
Chaenopsidae,Coralliozetus cardonae,Twinhorn Blenny,no,0,1,0,1,1,1,1,5
Holocentridae,Corniger spinosus,Spinycheek Soldierfish,no,0,1,0,1,1,0,0,3
Sciaenidae,Corvula batabana,Blue Croaker,no,0,1,0,1,1,0,1,4
Sciaenidae,Corvula sanctaeluciae,Striped Croaker,no,0,1,0,1,1,0,1,4
Gobiidae,Coryphopterus alloides,Barfin Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Coryphopterus curasub,Yellow-spotted Sand Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Coryphopterus dicrus,Colon Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Coryphopterus eidolon,Pallid Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Coryphopterus glaucofraenum,Bridled Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Coryphopterus hyalinus,Glass Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Coryphopterus kuna,Kuna Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Coryphopterus lipernes,Peppermint Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Coryphopterus personatus,Masked Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Coryphopterus punctipectophorus,Spotted Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Coryphopterus thrix,Bartail Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Coryphopterus tortugae,Sand Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Coryphopterus venezuelae,Venezuelan Goby,yes,1,1,0,1,1,1,1,5
Syngnathidae,Cosmocampus albirostris,Whitenose Pipefish,no,0,1,0,1,1,0,1,4
Syngnathidae,Cosmocampus brachycephalus,Crested Pipefish,no,0,1,0,0,1,1,1,4
Syngnathidae,Cosmocampus elucens,Shortfin Pipefish,no,0,1,0,1,1,0,1,4
Syngnathidae,Cosmocampus hildebrandi,Dwarf Pipefish,no,0,1,0,1,1,1,1,5
Syngnathidae,Cosmocampus profundus,Deepwater Pipefish,no,0,1,0,1,1,0,1,4
Gobiidae,Cryptopsilotris batrachodes,Toadfish Goby,no,0,1,0,1,1,1,1,5
Labridae,Cryptotomus roseus,Bluelip Parrotfish,yes,1,1,0,1,1,1,1,5
Gobiidae,Ctenogobius boleosoma,Darter Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Ctenogobius claytonii,Mexican Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Ctenogobius fasciatus,"Burnside Goby, Blotchcheek Goby",no,0,1,0,0,1,1,1,4
Gobiidae,Ctenogobius phenacus,Impostor Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Ctenogobius pseudofasciatus,Slashcheek Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Ctenogobius saepepallens,Dash Goby,no,0,1,0,1,0,1,1,4
Gobiidae,Ctenogobius shufeldti,American Freshwater Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Ctenogobius smaragdus,Emerald Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Ctenogobius stigmaticus,Marked Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Ctenogobius stigmaturus,Spottail Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Ctenogobius thoropsis,Sperm Goby,no,0,1,0,0,1,1,1,4
Sciaenidae,Ctenosciaena gracilicirrhus,Barbel Drum,no,0,1,0,0,1,0,1,3
Paralichthyidae,Cyclopsetta chittendeni,Mexican Flounder,no,0,1,0,0,1,0,0,2
Paralichthyidae,Cyclopsetta fimbriata,Spotfin Flounder,yes,1,1,0,0,1,0,0,2
Muraenesocidae,Cynoponticus savanna,Guayana Pike-conger Eel,no,0,1,0,0,1,0,1,3
Sciaenidae,Cynoscion acoupa,Acoupa Weakfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Cynoscion arenarius,Sand Weakfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Cynoscion jamaicensis,Jamaica Weakfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Cynoscion leiarchus,Smooth Weakfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Cynoscion microlepidotus,Smallscale Weakfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Cynoscion nebulosus,Spotted Weakfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Cynoscion nothus,Silver Weakfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Cynoscion regalis,Gray Weakfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Cynoscion similis,Tonkin Weakfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Cynoscion steindachneri,Smalltooth Weakfish,no,0,1,0,0,1,0,1,3
Sciaenidae,Cynoscion virescens,Green Weakfish,no,0,1,0,0,1,0,1,3
Cyprinodontidae,Cyprinodon artifrons,Yucatan Pupfish,no,0,1,0,0,1,1,0,3
Cyprinodontidae,Cyprinodon dearborni,Petotica,no,0,1,0,0,1,1,1,4
Cyprinodontidae,Cyprinodon variegatus,Sheepshead Minnow,no,0,1,0,0,1,1,1,4
Parazenidae,Cyttopsis rosea,Red Dory,no,0,1,0,1,1,0,0,3
Dactyloscopidae,Dactylagnus peratikos,Sand Stargazer,no,0,1,0,0,1,1,1,4
Dactylopteridae,Dactylopterus volitans,Flying Gurnard,no,0,1,0,1,1,0,1,4
Dactyloscopidae,Dactyloscopus boehlkei,Boehlke's Sand Stargazer,no,0,1,0,0,1,1,1,4
Dactyloscopidae,Dactyloscopus comptus,Ornamented Stargazer,no,0,1,0,0,1,1,1,4
Dactyloscopidae,Dactyloscopus crossotus,Bigeye Stargazer,no,0,1,0,0,1,1,1,4
Dactyloscopidae,Dactyloscopus foraminosus,Reticulate Stargazer,no,0,1,0,0,1,1,1,4
Dactyloscopidae,Dactyloscopus moorei,Speckled Stargazer,no,0,1,0,0,1,1,1,4
Dactyloscopidae,Dactyloscopus poeyi,Shortchin Stargazer,no,0,1,0,0,1,1,1,4
Dactyloscopidae,Dactyloscopus tridigitatus,Sand Stargazer,no,0,1,0,1,1,1,1,5
Carangidae,Decapterus punctatus,Round Scad,yes,1,1,0,0,1,0,1,3
Carangidae,Decapterus tabl,Redtail Scad,yes,1,1,0,0,1,0,1,3
Labridae,Decodon puellaris,Red Hogfish,no,0,1,0,1,1,0,1,4
Gobiesocidae,Derilissus altifrons,High-forehead Clingfish,no,0,1,0,0,1,1,1,4
Gobiesocidae,Derilissus kremnobates,Talus Clingfish,no,0,1,0,1,1,1,1,5
Gobiesocidae,Derilissus lombardii,Tailspot Clingfish,no,0,1,0,1,1,1,1,5
Gobiesocidae,Derilissus nanus,Dwarf Clingfish,no,0,1,0,1,1,1,1,5
Gobiesocidae,Derilissus vittiger,Red-striped Clingfish,no,0,1,0,0,1,1,1,4
Epinephelidae,Dermatolepis inermis,Marbled Grouper,no,0,1,0,1,1,0,0,3
Gerreidae,Diapterus auratus,"Irish Mojarra, Irish Pompano",no,0,1,0,0,1,0,0,2
Gerreidae,Diapterus rhombeus,Rhombic Mojarra,no,0,1,0,0,1,0,0,2
Ogcocephalidae,Dibranchus atlanticus,Atlantic Batfish,no,0,1,0,0,1,1,0,3
Diodontidae,Diodon holocanthus,Long-spine Porcupinefish,no,0,1,1,1,1,0,1,5
Diodontidae,Diodon hystrix,Spot-fin Porcupinefish,no,0,1,1,1,1,0,1,5
Serranidae,Diplectrum bivittatum,Dwarf Sand Perch,yes,1,1,0,1,1,0,1,4
Serranidae,Diplectrum formosum,Sand Perch,yes,1,1,0,1,1,0,1,4
Serranidae,Diplectrum radiale,"Aquavina, Pond Perch",no,0,1,0,1,1,0,1,4
Sparidae,Diplodus argenteus ssp. caudimacula,Silver Porgy,no,0,1,0,1,1,0,0,3
Sparidae,Diplodus bermudensis,Bermuda Porgy,yes,1,1,0,1,1,0,0,3
Sparidae,Diplodus holbrookii,Spottail Pinfish,no,0,1,0,1,1,0,0,3
Callionymidae,Diplogrammus pauciradiatus,Spotted Dragonet,no,0,1,0,1,0,1,1,4
Labridae,Doratonotus megalepis,Dwarf Wrasse,no,0,1,0,1,1,1,1,5
Eleotridae,Dormitator maculatus,Fat Sleeper Goby,no,0,1,0,0,1,0,1,3
Synaphobranchidae,Dysomma anguillare,Shortbelly Eel,no,0,1,0,0,1,0,1,3
Echeneidae,Echeneis naucrates,Live Sharksucker,no,0,1,0,1,1,0,1,4
Echeneidae,Echeneis neucratoides,Whitefin Sharksucker,no,0,1,0,1,1,0,1,4
Muraenidae,Echidna catenata,Chain Moray,no,0,1,0,1,1,0,1,4
Carapidae,Echiodon dawsoni,Chain Pearlfish,no,0,1,0,0,1,1,1,4
Ophichthidae,Echiophis intertinctus,Spotted Spoon-nose Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Echiophis punctifer,"Stippled Spoon-nose Eel, Snapper Eel",no,0,1,0,1,0,0,1,3
Setarchidae,Ectreposebastes imus,Midwater Scorpionfish,no,0,1,0,0,1,0,1,3
Chaenopsidae,Ekemblemaria nigra,Moth Blenny,no,0,1,0,1,0,1,1,4
Gobiidae,Elacatinus atronasus,"Blacknose Goby, Exuma Goby",no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus cayman,Cayman Cleaner Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus centralis,Cayman Sponge Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus chancei,Shortstripe Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus colini,Belize Sponge Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus evelynae,Sharknose Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus genie,Cleaner Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus horsti,Yellowline Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus illecebrosus,Barsnout Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus jarocho,Jarocho Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus lobeli,Caribbean Neon Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus lori,Lori's Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus louisae,Spotlight Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus oceanops,Northern Neon Goby,yes,1,0,0,1,1,1,1,4
Gobiidae,Elacatinus prochilos,Broadstripe Goby,yes,1,0,0,1,1,1,1,4
Gobiidae,Elacatinus randalli,Yellownose Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus serranilla,Serranilla Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus tenox,Slaty Goby,no,0,0,0,1,1,1,1,4
Gobiidae,Elacatinus xanthiprora,Yellowprow Goby,no,0,0,0,1,1,1,1,4
Eleotridae,Eleotris amblyopsis,Large-scaled Spinycheek Sleeper Goby,no,0,1,0,0,1,1,1,4
Eleotridae,Eleotris perniger,Small-scaled Spinycheek Sleeper Goby,no,0,1,0,1,1,0,1,4
Eleotridae,Eleotris pisonis,Spinycheek Sleeper Goby,no,0,1,0,0,1,1,1,4
Elopidae,Elops saurus,Northern Ladyfish,no,0,1,0,1,1,0,1,4
Elopidae,Elops smithi,Southern Ladyfish,no,0,1,0,1,1,0,1,4
Chaenopsidae,Emblemaria atlantica,Banner Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemaria biocellata,Twospot Sailfin Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemaria caldwelli,Caribbean Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemaria caycedoi,Colombian Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemaria culmenis,Ridge-browed Sailfin Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemaria diphyodontis,Spiny Sailfin Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemaria hyltoni,Filament Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemaria pandionis,Sailfin Blenny ,yes,1,1,0,1,0,1,1,4
Chaenopsidae,Emblemaria piratula,Pirate Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemaria vitta,Ribbon Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemariopsis arawak,Arawak Blenny,yes,1,1,0,1,1,1,1,5
Chaenopsidae,Emblemariopsis bahamensis,Blackhead Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemariopsis bottomei,Bottome's Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemariopsis carib,Carib Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemariopsis dianae,Orangeflag Blenny,no,0,1,0,1,0,1,1,4
Chaenopsidae,Emblemariopsis diaphana,Glass Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemariopsis leptocirris,Fine-cirrus Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemariopsis occidentalis,Redspine Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemariopsis pricei,Seafan Blenny,no,0,1,0,1,0,1,1,4
Chaenopsidae,Emblemariopsis ramirezi,Ramirez's Blenny,no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemariopsis randalli,"Hornless Blenny, Randall's Blenny",no,0,1,0,1,1,1,1,5
Chaenopsidae,Emblemariopsis ruetzleri,Ruetzler's Blenny,no,0,1,0,1,0,1,1,4
Chaenopsidae,Emblemariopsis signifer,Flagfin Blenny,no,0,1,0,1,0,1,1,4
Chaenopsidae,Emblemariopsis tayrona,Tayrona Blenny,no,0,1,0,1,1,1,1,5
Haemulidae,Emmelichthyops atlanticus,Bonnetmouth,no,0,1,0,1,1,1,1,5
Emmelichthyidae,Emmelichthys ruber,Red Rover,no,0,1,0,1,1,0,1,4
Muraenidae,Enchelycore anatina,Fangtooth Moray,no,0,1,0,1,1,0,1,4
Muraenidae,Enchelycore carychroa,Chestnut Moray,no,0,1,0,1,1,0,1,4
Muraenidae,Enchelycore nigricans,Viper Moray,no,0,1,0,1,1,0,1,4
Lotidae,Enchelyopus cimbrius,Fourbeard Rockling,no,0,1,0,0,1,0,1,3
Bothidae,Engyophrys senta,"Spiny Flounder, Speckled-tail Flounder",no,0,1,0,0,1,1,0,3
Tripterygiidae,Enneanectes altivelis,Lofty Triplefin,yes,1,1,0,1,1,1,1,5
Tripterygiidae,Enneanectes atrorus,Blackedge Triplefin,no,0,1,0,1,1,1,1,5
Tripterygiidae,Enneanectes boehlkei,Roughhead Triplefin,yes,1,1,0,1,1,1,1,5
Tripterygiidae,Enneanectes deloachorum,Two-bar Triplefin,no,0,1,0,1,1,1,1,5
Tripterygiidae,Enneanectes flavus,Yellowtail Triplefin,no,0,1,0,1,1,1,1,5
Tripterygiidae,Enneanectes jordani,"Mimic Triplefin, Redbelly Triplefin",no,0,1,0,1,1,1,1,5
Tripterygiidae,Enneanectes matador,Matador Triplefin,no,0,1,0,1,1,1,1,5
Tripterygiidae,Enneanectes pectoralis,Redeye Triplefin,yes,1,1,0,1,1,1,1,5
Tripterygiidae,Enneanectes quadra,Squaretail Triplefin,no,0,1,0,1,1,1,1,5
Tripterygiidae,Enneanectes wilki,Windward Triplefin,no,0,1,0,1,1,1,1,5
Blenniidae,Entomacrodus nigricans,Pearl Blenny,yes,1,1,0,1,1,1,1,5
Epigonidae,Epigonus pectinifer,,no,0,1,0,1,1,0,1,4
Epinephelidae,Epinephelus adscensionis,Rock Hind,yes,1,1,0,1,1,0,1,4
Epinephelidae,Epinephelus drummondhayi,Speckled Hind,no,0,1,0,1,1,0,1,4
Epinephelidae,Epinephelus guttatus,Red Hind,no,0,1,0,1,1,0,1,4
Epinephelidae,Epinephelus itajara,Goliath Grouper,no,0,1,0,1,1,0,1,4
Epinephelidae,Epinephelus morio,Red Grouper,no,0,1,0,1,1,0,1,4
Epinephelidae,Epinephelus striatus,Nassau Grouper,yes,1,1,0,1,1,0,1,4
Gempylidae,Epinnula magistralis,Domine Escolar,no,0,1,0,0,1,0,1,3
Sciaenidae,Equetus lanceolatus,Jack-knife,no,0,1,0,1,1,0,1,4
Sciaenidae,Equetus punctatus,Spotted Drum,no,0,1,1,1,1,0,1,5
Eleotridae,Erotelis smaragdus,Emerald Sleeper Goby,no,0,1,0,0,0,0,1,2
Emmelichthyidae,Erythrocles monodi,Crimson Rover,no,0,1,0,0,1,0,1,3
Lutjanidae,Etelis oculatus,Queen Snapper,no,0,1,0,1,1,0,1,4
Ophichthidae,Ethadophis akkistikos,Indifferent eel,no,0,1,0,0,0,0,1,2
Paralichthyidae,Etropus crossotus,Fringed Flounder,no,0,1,0,0,1,0,0,2
Paralichthyidae,Etropus cyclosquamus,Shelf Flounder,no,0,1,0,0,1,1,0,3
Paralichthyidae,Etropus delsmani ssp. delsmani,Delsman's Flounder,no,0,1,0,0,1,1,0,3
Paralichthyidae,Etropus rimosus,Gray Flounder,no,0,1,0,0,1,1,0,3
Gerreidae,Eucinostomus argenteus,Spotfin Mojarra,no,0,1,0,0,1,0,0,2
Gerreidae,Eucinostomus gula,Silver Jenny,no,0,1,0,0,1,0,0,2
Gerreidae,Eucinostomus harengulus,Tidewater Mojarra,no,0,1,0,0,1,1,0,3
Gerreidae,Eucinostomus havana,Bigeye Mojarra,no,0,1,0,0,1,0,0,2
Gerreidae,Eucinostomus jonesii,Slender Mojarra,no,0,1,0,0,1,0,1,3
Gerreidae,Eucinostomus lefroyi,Mottled Mojarra,no,0,1,0,0,1,0,1,3
Gerreidae,Eucinostomus melanopterus,Flagfin Mojarra,no,0,1,0,0,1,0,0,2
Gerreidae,Eugerres awlae,Maracaibo Mojarra,no,0,1,0,0,1,0,0,2
Gerreidae,Eugerres brasilianus,Brazilian Mojarra,no,0,1,0,0,1,0,0,2
Gerreidae,Eugerres plumieri,Striped Mojarra,no,0,1,0,0,1,0,0,2
Bramidae,Eumegistus brevorti,Tropical Pomfret,no,0,1,0,0,1,0,0,2
Gobiidae,Evermannichthys bicolor,Bicolored Sponge Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Evermannichthys convictor,Tenant Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Evermannichthys metzelaari,Roughtail Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Evermannichthys silus,Pugnose Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Evermannichthys spongicola,Sponge Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Evorthodus lyricus,Lyre Goby,no,0,1,0,0,1,1,1,4
Trichiuridae,Evoxymetopon taeniatus,Channel Scabbardfish,no,0,1,0,0,1,0,1,3
Zoarcidae,Exechodontes daidaleus,,no,0,1,0,1,1,0,1,4
Fistulariidae,Fistularia petimba,Red Cornetfish,no,0,1,0,0,1,0,1,3
Fistulariidae,Fistularia tabacaria,Blue-spotted Cornetfish,no,0,1,0,1,1,0,1,4
Cyprinodontidae,Floridichthys carpio,Goldspotted Killifish,no,0,1,0,0,1,1,1,4
Cyprinodontidae,Floridichthys polyommus,Ocellated Killifish,no,0,1,0,0,1,1,1,4
Callionymidae,Foetorepus agassizii,Spotfin Dragonet,no,0,1,0,0,1,0,1,3
Callionymidae,Foetorepus goodenbeani,Palefin Dragonet,no,0,1,0,0,1,0,1,3
Antennariidae,Fowlerichthys ocellatus,Ocellated Frogfish,no,0,1,0,1,1,0,0,3
Antennariidae,Fowlerichthys radiosus,"Singlespot Frogfish, Big-eyed Frogfish",yes,1,1,0,0,1,1,0,3
Fundulidae,Fundulus grandis,Gulf Killifish,no,0,1,0,0,1,0,1,3
Fundulidae,Fundulus grandissimus,Giant Killifish,no,0,1,0,0,1,0,1,3
Fundulidae,Fundulus jenkinsi,Saltmarsh Topminnow,no,0,1,0,0,1,1,1,4
Fundulidae,Fundulus majalis,Striped Killifish,no,0,1,0,0,1,0,1,3
Fundulidae,Fundulus persimilis,Yucatan Killifish,no,0,1,0,0,1,1,1,4
Fundulidae,Fundulus pulvereus,Bayou Killifish,no,0,1,0,0,1,1,1,4
Fundulidae,Fundulus similis,Longnose Killifish,no,0,1,0,0,1,1,1,4
Fundulidae,Fundulus xenicus,Diamond Killifish,no,0,1,0,0,1,1,1,4
Poeciliidae,Gambusia nicaraguensis,Nicaragua Mosquitofish,no,0,1,0,0,1,1,1,4
Poeciliidae,Gambusia puncticulata,Caribbean Gambusia,no,0,1,0,0,1,1,1,4
Poeciliidae,Gambusia rhizophorae,Mangrove Gambusia,no,0,1,0,0,1,1,1,4
Paralichthyidae,Gastropsetta frontalis,Shrimp Flounder,no,0,1,0,0,1,0,0,2
Haemulidae,Genyatremus cavifrons,Torroto Grunt,no,0,1,0,0,1,0,0,2
Trachichthyidae,Gephyroberyx darwinii,"Big Roughy, Darwin's Slimehead",no,0,1,0,1,1,0,0,3
Gerreidae,Gerres cinereus,Yellowfin Mojarra,no,0,1,0,1,1,0,0,3
Dactyloscopidae,Gillellus greyae,Arrow Stargazer,yes,1,1,0,1,1,1,1,5
Dactyloscopidae,Gillellus healae,Masked Stargazer,no,0,1,0,0,1,1,1,4
Dactyloscopidae,Gillellus inescatus,Flagfin Stargazer,no,0,1,0,0,1,1,1,4
Dactyloscopidae,Gillellus jacksoni,Jackson's Stargazer,no,0,1,0,0,1,1,1,4
Dactyloscopidae,Gillellus uranidea,Warteyed Stargazer,no,0,1,0,1,1,1,1,5
Gobiidae,Ginsburgellus novemlineatus,Nineline Goby,no,0,1,0,1,1,1,1,5
Argentinidae,Glossanodon polli,Argentine,no,0,1,0,0,1,1,1,4
Argentinidae,Glossanodon pygmaeus,Pygmy Argentine,no,0,1,0,0,1,1,1,4
Gobiidae,Gnatholepis thompsoni,Goldspot Goby,yes,1,1,0,1,1,1,1,5
Congridae,Gnathophis bathytopos,Blackgut Conger Eel,no,0,1,0,0,1,0,1,3
Congridae,Gnathophis bracheatopos,Longeye Conger Eel,no,0,1,0,0,1,0,1,3
Gobiesocidae,Gobiesox barbatulus,Lappetlip Clingfish,no,0,1,1,0,1,1,1,5
Gobiesocidae,Gobiesox lucayanus,Bahama Skilletfish,no,0,1,0,1,1,1,1,5
Gobiesocidae,Gobiesox nigripinnis,Dark-finned Clingfish,no,0,1,0,1,1,1,1,5
Gobiesocidae,Gobiesox punctulatus,Stippled Clingfish,no,0,1,0,1,1,1,1,5
Gobiesocidae,Gobiesox strumosus,Skilletfish,no,0,1,0,1,1,1,1,5
Labrisomidae,Gobioclinus bucciferus,Puffcheek Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Gobioclinus filamentosus,Quillfin Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Gobioclinus gobio,Palehead Blenny,yes,1,1,0,1,1,1,1,5
Labrisomidae,Gobioclinus guppyi,Mimic Blenny,no,0,1,0,1,1,1,1,5
Labrisomidae,Gobioclinus haitiensis,Longfin Blenny,yes,1,1,0,1,1,1,1,5
Labrisomidae,Gobioclinus kalisherae,Downy Blenny,no,0,1,0,1,1,1,1,5
Gobiidae,Gobioides broussonnetii,Violet Goby,no,0,1,0,0,1,0,1,3
Gobiidae,Gobioides grahamae,,no,0,1,0,0,0,0,1,2
Eleotridae,Gobiomorus dormitor,Bigmouth Sleeper,no,0,1,0,0,1,0,1,3
Gobiidae,Gobionellus oceanicus,"Sharptail Goby, Slim Goby, Highfin",no,0,1,0,0,1,0,1,3
Gobiidae,Gobiosoma bosc,Naked Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Gobiosoma ginsburgi,Seaboard Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Gobiosoma grosvenori,Rockcut Goby,yes,1,1,0,1,1,1,1,5
Gobiidae,Gobiosoma hildebrandi,Hildebrand's Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Gobiosoma longipala,Twoscale Goby,no,0,1,0,0,1,1,1,4
Gobiidae,Gobiosoma robustum,Code Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Gobiosoma spes,Vermiculated Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Gobiosoma spilotum,Isthmian Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Gobiosoma yucatanum,Yucatan Goby,no,0,1,0,1,1,1,1,5
Gobiidae,Gobulus myersi,Paleback Goby,no,0,1,0,1,1,1,1,5
Epinephelidae,Gonioplectrus hispanus,Spanish Flag,no,0,1,0,1,1,0,1,4
Ophichthidae,Gordiichthys ergodes,Irksome Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Gordiichthys irretitus,Horsehair Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Gordiichthys leibyi,String Eel,no,0,1,0,0,0,0,1,2
Ophichthidae,Gordiichthys randalli,Rope Eel,no,0,1,0,0,0,0,1,2
Grammatidae,Gramma dejongi,Cuban Gramma,no,0,1,0,1,1,1,1,5
Grammatidae,Gramma linki,Yellowcheek Basslet,no,0,1,0,1,1,1,1,5
Grammatidae,Gramma loreto,"Fairy Basslet, Royal Gramma",yes,1,1,0,1,1,1,1,5
Grammatidae,Gramma melacara,Blackcap Basslet,yes,1,1,0,1,1,1,1,5
Bythitidae,Grammonus claudei,"Dusky Brotula, Reef-cave Brotula",no,0,1,1,1,1,1,1,6
